DateID,Date,DayOfWeek,Month,Quarter,Year,IsWeekend
20150302,2015-03-02,0,3,1,2015,0
20150303,2015-03-03,1,3,1,2015,0
20150304,2015-03-04,2,3,1,2015,0
20150305,2015-03-05,3,3,1,2015,0
20150306,2015-03-06,4,3,1,2015,0
20150307,2015-03-07,5,3,1,2015,1
20150308,2015-03-08,6,3,1,2015,1
20150309,2015-03-09,0,3,1,2015,0
20150310,2015-03-10,1,3,1,2015,0
20150311,2015-03-11,2,3,1,2015,0
20150312,2015-03-12,3,3,1,2015,0
20150313,2015-03-13,4,3,1,2015,0
20150314,2015-03-14,5,3,1,2015,1
20150315,2015-03-15,6,3,1,2015,1
20150316,2015-03-16,0,3,1,2015,0
20150317,2015-03-17,1,3,1,2015,0
20150318,2015-03-18,2,3,1,2015,0
20150319,2015-03-19,3,3,1,2015,0
20150320,2015-03-20,4,3,1,2015,0
20150321,2015-03-21,5,3,1,2015,1
20150322,2015-03-22,6,3,1,2015,1
20150323,2015-03-23,0,3,1,2015,0
20150324,2015-03-24,1,3,1,2015,0
20150325,2015-03-25,2,3,1,2015,0
20150326,2015-03-26,3,3,1,2015,0
20150327,2015-03-27,4,3,1,2015,0
20150328,2015-03-28,5,3,1,2015,1
20150329,2015-03-29,6,3,1,2015,1
20150330,2015-03-30,0,3,1,2015,0
20150331,2015-03-31,1,3,1,2015,0
20150401,2015-04-01,2,4,2,2015,0
20150402,2015-04-02,3,4,2,2015,0
20150403,2015-04-03,4,4,2,2015,0
20150404,2015-04-04,5,4,2,2015,1
20150405,2015-04-05,6,4,2,2015,1
20150406,2015-04-06,0,4,2,2015,0
20150407,2015-04-07,1,4,2,2015,0
20150408,2015-04-08,2,4,2,2015,0
20150409,2015-04-09,3,4,2,2015,0
20150410,2015-04-10,4,4,2,2015,0
20150411,2015-04-11,5,4,2,2015,1
20150412,2015-04-12,6,4,2,2015,1
20150413,2015-04-13,0,4,2,2015,0
20150414,2015-04-14,1,4,2,2015,0
20150415,2015-04-15,2,4,2,2015,0
20150416,2015-04-16,3,4,2,2015,0
20150417,2015-04-17,4,4,2,2015,0
20150418,2015-04-18,5,4,2,2015,1
20150419,2015-04-19,6,4,2,2015,1
20150420,2015-04-20,0,4,2,2015,0
20150421,2015-04-21,1,4,2,2015,0
20150422,2015-04-22,2,4,2,2015,0
20150423,2015-04-23,3,4,2,2015,0
20150424,2015-04-24,4,4,2,2015,0
20150425,2015-04-25,5,4,2,2015,1
20150426,2015-04-26,6,4,2,2015,1
20150427,2015-04-27,0,4,2,2015,0
20150428,2015-04-28,1,4,2,2015,0
20150429,2015-04-29,2,4,2,2015,0
20150430,2015-04-30,3,4,2,2015,0
20150501,2015-05-01,4,5,2,2015,0
20150502,2015-05-02,5,5,2,2015,1
20150503,2015-05-03,6,5,2,2015,1
20150504,2015-05-04,0,5,2,2015,0
20150505,2015-05-05,1,5,2,2015,0
20150506,2015-05-06,2,5,2,2015,0
20150507,2015-05-07,3,5,2,2015,0
20150508,2015-05-08,4,5,2,2015,0
20150509,2015-05-09,5,5,2,2015,1
20150510,2015-05-10,6,5,2,2015,1
20150511,2015-05-11,0,5,2,2015,0
20150512,2015-05-12,1,5,2,2015,0
20150513,2015-05-13,2,5,2,2015,0
20150514,2015-05-14,3,5,2,2015,0
20150515,2015-05-15,4,5,2,2015,0
20150516,2015-05-16,5,5,2,2015,1
20150517,2015-05-17,6,5,2,2015,1
20150518,2015-05-18,0,5,2,2015,0
20150519,2015-05-19,1,5,2,2015,0
20150520,2015-05-20,2,5,2,2015,0
20150521,2015-05-21,3,5,2,2015,0
20150522,2015-05-22,4,5,2,2015,0
20150523,2015-05-23,5,5,2,2015,1
20150524,2015-05-24,6,5,2,2015,1
20150525,2015-05-25,0,5,2,2015,0
20150526,2015-05-26,1,5,2,2015,0
20150527,2015-05-27,2,5,2,2015,0
20150528,2015-05-28,3,5,2,2015,0
20150529,2015-05-29,4,5,2,2015,0
20150530,2015-05-30,5,5,2,2015,1
20150531,2015-05-31,6,5,2,2015,1
20150601,2015-06-01,0,6,2,2015,0
20150602,2015-06-02,1,6,2,2015,0
20150603,2015-06-03,2,6,2,2015,0
20150604,2015-06-04,3,6,2,2015,0
20150605,2015-06-05,4,6,2,2015,0
20150606,2015-06-06,5,6,2,2015,1
20150607,2015-06-07,6,6,2,2015,1
20150608,2015-06-08,0,6,2,2015,0
20150609,2015-06-09,1,6,2,2015,0
20150610,2015-06-10,2,6,2,2015,0
20150611,2015-06-11,3,6,2,2015,0
20150612,2015-06-12,4,6,2,2015,0
20150613,2015-06-13,5,6,2,2015,1
20150614,2015-06-14,6,6,2,2015,1
20150615,2015-06-15,0,6,2,2015,0
20150616,2015-06-16,1,6,2,2015,0
20150617,2015-06-17,2,6,2,2015,0
20150618,2015-06-18,3,6,2,2015,0
20150619,2015-06-19,4,6,2,2015,0
20150620,2015-06-20,5,6,2,2015,1
20150621,2015-06-21,6,6,2,2015,1
20150622,2015-06-22,0,6,2,2015,0
20150623,2015-06-23,1,6,2,2015,0
20150624,2015-06-24,2,6,2,2015,0
20150625,2015-06-25,3,6,2,2015,0
20150626,2015-06-26,4,6,2,2015,0
20150627,2015-06-27,5,6,2,2015,1
20150628,2015-06-28,6,6,2,2015,1
20150629,2015-06-29,0,6,2,2015,0
20150630,2015-06-30,1,6,2,2015,0
20150701,2015-07-01,2,7,3,2015,0
20150702,2015-07-02,3,7,3,2015,0
20150703,2015-07-03,4,7,3,2015,0
20150704,2015-07-04,5,7,3,2015,1
20150705,2015-07-05,6,7,3,2015,1
20150706,2015-07-06,0,7,3,2015,0
20150707,2015-07-07,1,7,3,2015,0
20150708,2015-07-08,2,7,3,2015,0
20150709,2015-07-09,3,7,3,2015,0
20150710,2015-07-10,4,7,3,2015,0
20150711,2015-07-11,5,7,3,2015,1
20150712,2015-07-12,6,7,3,2015,1
20150713,2015-07-13,0,7,3,2015,0
20150714,2015-07-14,1,7,3,2015,0
20150715,2015-07-15,2,7,3,2015,0
20150716,2015-07-16,3,7,3,2015,0
20150717,2015-07-17,4,7,3,2015,0
20150718,2015-07-18,5,7,3,2015,1
20150719,2015-07-19,6,7,3,2015,1
20150720,2015-07-20,0,7,3,2015,0
20150721,2015-07-21,1,7,3,2015,0
20150722,2015-07-22,2,7,3,2015,0
20150723,2015-07-23,3,7,3,2015,0
20150724,2015-07-24,4,7,3,2015,0
20150725,2015-07-25,5,7,3,2015,1
20150726,2015-07-26,6,7,3,2015,1
20150727,2015-07-27,0,7,3,2015,0
20150728,2015-07-28,1,7,3,2015,0
20150729,2015-07-29,2,7,3,2015,0
20150730,2015-07-30,3,7,3,2015,0
20150731,2015-07-31,4,7,3,2015,0
20150801,2015-08-01,5,8,3,2015,1
20150802,2015-08-02,6,8,3,2015,1
20150803,2015-08-03,0,8,3,2015,0
20150804,2015-08-04,1,8,3,2015,0
20150805,2015-08-05,2,8,3,2015,0
20150806,2015-08-06,3,8,3,2015,0
20150807,2015-08-07,4,8,3,2015,0
20150808,2015-08-08,5,8,3,2015,1
20150809,2015-08-09,6,8,3,2015,1
20150810,2015-08-10,0,8,3,2015,0
20150811,2015-08-11,1,8,3,2015,0
20150812,2015-08-12,2,8,3,2015,0
20150813,2015-08-13,3,8,3,2015,0
20150814,2015-08-14,4,8,3,2015,0
20150815,2015-08-15,5,8,3,2015,1
20150816,2015-08-16,6,8,3,2015,1
20150817,2015-08-17,0,8,3,2015,0
20150818,2015-08-18,1,8,3,2015,0
20150819,2015-08-19,2,8,3,2015,0
20150820,2015-08-20,3,8,3,2015,0
20150821,2015-08-21,4,8,3,2015,0
20150822,2015-08-22,5,8,3,2015,1
20150823,2015-08-23,6,8,3,2015,1
20150824,2015-08-24,0,8,3,2015,0
20150825,2015-08-25,1,8,3,2015,0
20150826,2015-08-26,2,8,3,2015,0
20150827,2015-08-27,3,8,3,2015,0
20150828,2015-08-28,4,8,3,2015,0
20150829,2015-08-29,5,8,3,2015,1
20150830,2015-08-30,6,8,3,2015,1
20150831,2015-08-31,0,8,3,2015,0
20150901,2015-09-01,1,9,3,2015,0
20150902,2015-09-02,2,9,3,2015,0
20150903,2015-09-03,3,9,3,2015,0
20150904,2015-09-04,4,9,3,2015,0
20150905,2015-09-05,5,9,3,2015,1
20150906,2015-09-06,6,9,3,2015,1
20150907,2015-09-07,0,9,3,2015,0
20150908,2015-09-08,1,9,3,2015,0
20150909,2015-09-09,2,9,3,2015,0
20150910,2015-09-10,3,9,3,2015,0
20150911,2015-09-11,4,9,3,2015,0
20150912,2015-09-12,5,9,3,2015,1
20150913,2015-09-13,6,9,3,2015,1
20150914,2015-09-14,0,9,3,2015,0
20150915,2015-09-15,1,9,3,2015,0
20150916,2015-09-16,2,9,3,2015,0
20150917,2015-09-17,3,9,3,2015,0
20150918,2015-09-18,4,9,3,2015,0
20150919,2015-09-19,5,9,3,2015,1
20150920,2015-09-20,6,9,3,2015,1
20150921,2015-09-21,0,9,3,2015,0
20150922,2015-09-22,1,9,3,2015,0
20150923,2015-09-23,2,9,3,2015,0
20150924,2015-09-24,3,9,3,2015,0
20150925,2015-09-25,4,9,3,2015,0
20150926,2015-09-26,5,9,3,2015,1
20150927,2015-09-27,6,9,3,2015,1
20150928,2015-09-28,0,9,3,2015,0
20150929,2015-09-29,1,9,3,2015,0
20150930,2015-09-30,2,9,3,2015,0
20151001,2015-10-01,3,10,4,2015,0
20151002,2015-10-02,4,10,4,2015,0
20151003,2015-10-03,5,10,4,2015,1
20151004,2015-10-04,6,10,4,2015,1
20151005,2015-10-05,0,10,4,2015,0
20151006,2015-10-06,1,10,4,2015,0
20151007,2015-10-07,2,10,4,2015,0
20151008,2015-10-08,3,10,4,2015,0
20151009,2015-10-09,4,10,4,2015,0
20151010,2015-10-10,5,10,4,2015,1
20151011,2015-10-11,6,10,4,2015,1
20151012,2015-10-12,0,10,4,2015,0
20151013,2015-10-13,1,10,4,2015,0
20151014,2015-10-14,2,10,4,2015,0
20151015,2015-10-15,3,10,4,2015,0
20151016,2015-10-16,4,10,4,2015,0
20151017,2015-10-17,5,10,4,2015,1
20151018,2015-10-18,6,10,4,2015,1
20151019,2015-10-19,0,10,4,2015,0
20151020,2015-10-20,1,10,4,2015,0
20151021,2015-10-21,2,10,4,2015,0
20151022,2015-10-22,3,10,4,2015,0
20151023,2015-10-23,4,10,4,2015,0
20151024,2015-10-24,5,10,4,2015,1
20151025,2015-10-25,6,10,4,2015,1
20151026,2015-10-26,0,10,4,2015,0
20151027,2015-10-27,1,10,4,2015,0
20151028,2015-10-28,2,10,4,2015,0
20151029,2015-10-29,3,10,4,2015,0
20151030,2015-10-30,4,10,4,2015,0
20151031,2015-10-31,5,10,4,2015,1
20151101,2015-11-01,6,11,4,2015,1
20151102,2015-11-02,0,11,4,2015,0
20151103,2015-11-03,1,11,4,2015,0
20151104,2015-11-04,2,11,4,2015,0
20151105,2015-11-05,3,11,4,2015,0
20151106,2015-11-06,4,11,4,2015,0
20151107,2015-11-07,5,11,4,2015,1
20151108,2015-11-08,6,11,4,2015,1
20151109,2015-11-09,0,11,4,2015,0
20151110,2015-11-10,1,11,4,2015,0
20151111,2015-11-11,2,11,4,2015,0
20151112,2015-11-12,3,11,4,2015,0
20151113,2015-11-13,4,11,4,2015,0
20151114,2015-11-14,5,11,4,2015,1
20151115,2015-11-15,6,11,4,2015,1
20151116,2015-11-16,0,11,4,2015,0
20151117,2015-11-17,1,11,4,2015,0
20151118,2015-11-18,2,11,4,2015,0
20151119,2015-11-19,3,11,4,2015,0
20151120,2015-11-20,4,11,4,2015,0
20151121,2015-11-21,5,11,4,2015,1
20151122,2015-11-22,6,11,4,2015,1
20151123,2015-11-23,0,11,4,2015,0
20151124,2015-11-24,1,11,4,2015,0
20151125,2015-11-25,2,11,4,2015,0
20151126,2015-11-26,3,11,4,2015,0
20151127,2015-11-27,4,11,4,2015,0
20151128,2015-11-28,5,11,4,2015,1
20151129,2015-11-29,6,11,4,2015,1
20151130,2015-11-30,0,11,4,2015,0
20151201,2015-12-01,1,12,4,2015,0
20151202,2015-12-02,2,12,4,2015,0
20151203,2015-12-03,3,12,4,2015,0
20151204,2015-12-04,4,12,4,2015,0
20151205,2015-12-05,5,12,4,2015,1
20151206,2015-12-06,6,12,4,2015,1
20151207,2015-12-07,0,12,4,2015,0
20151208,2015-12-08,1,12,4,2015,0
20151209,2015-12-09,2,12,4,2015,0
20151210,2015-12-10,3,12,4,2015,0
20151211,2015-12-11,4,12,4,2015,0
20151212,2015-12-12,5,12,4,2015,1
20151213,2015-12-13,6,12,4,2015,1
20151214,2015-12-14,0,12,4,2015,0
20151215,2015-12-15,1,12,4,2015,0
20151216,2015-12-16,2,12,4,2015,0
20151217,2015-12-17,3,12,4,2015,0
20151218,2015-12-18,4,12,4,2015,0
20151219,2015-12-19,5,12,4,2015,1
20151220,2015-12-20,6,12,4,2015,1
20151221,2015-12-21,0,12,4,2015,0
20151222,2015-12-22,1,12,4,2015,0
20151223,2015-12-23,2,12,4,2015,0
20151224,2015-12-24,3,12,4,2015,0
20151225,2015-12-25,4,12,4,2015,0
20151226,2015-12-26,5,12,4,2015,1
20151227,2015-12-27,6,12,4,2015,1
20151228,2015-12-28,0,12,4,2015,0
20151229,2015-12-29,1,12,4,2015,0
20151230,2015-12-30,2,12,4,2015,0
20151231,2015-12-31,3,12,4,2015,0
20160101,2016-01-01,4,1,1,2016,0
20160102,2016-01-02,5,1,1,2016,1
20160103,2016-01-03,6,1,1,2016,1
20160104,2016-01-04,0,1,1,2016,0
20160105,2016-01-05,1,1,1,2016,0
20160106,2016-01-06,2,1,1,2016,0
20160107,2016-01-07,3,1,1,2016,0
20160108,2016-01-08,4,1,1,2016,0
20160109,2016-01-09,5,1,1,2016,1
20160110,2016-01-10,6,1,1,2016,1
20160111,2016-01-11,0,1,1,2016,0
20160112,2016-01-12,1,1,1,2016,0
20160113,2016-01-13,2,1,1,2016,0
20160114,2016-01-14,3,1,1,2016,0
20160115,2016-01-15,4,1,1,2016,0
20160116,2016-01-16,5,1,1,2016,1
20160117,2016-01-17,6,1,1,2016,1
20160118,2016-01-18,0,1,1,2016,0
20160119,2016-01-19,1,1,1,2016,0
20160120,2016-01-20,2,1,1,2016,0
20160121,2016-01-21,3,1,1,2016,0
20160122,2016-01-22,4,1,1,2016,0
20160123,2016-01-23,5,1,1,2016,1
20160124,2016-01-24,6,1,1,2016,1
20160125,2016-01-25,0,1,1,2016,0
20160126,2016-01-26,1,1,1,2016,0
20160127,2016-01-27,2,1,1,2016,0
20160128,2016-01-28,3,1,1,2016,0
20160129,2016-01-29,4,1,1,2016,0
20160130,2016-01-30,5,1,1,2016,1
20160131,2016-01-31,6,1,1,2016,1
20160201,2016-02-01,0,2,1,2016,0
20160202,2016-02-02,1,2,1,2016,0
20160203,2016-02-03,2,2,1,2016,0
20160204,2016-02-04,3,2,1,2016,0
20160205,2016-02-05,4,2,1,2016,0
20160206,2016-02-06,5,2,1,2016,1
20160207,2016-02-07,6,2,1,2016,1
20160208,2016-02-08,0,2,1,2016,0
20160209,2016-02-09,1,2,1,2016,0
20160210,2016-02-10,2,2,1,2016,0
20160211,2016-02-11,3,2,1,2016,0
20160212,2016-02-12,4,2,1,2016,0
20160213,2016-02-13,5,2,1,2016,1
20160214,2016-02-14,6,2,1,2016,1
20160215,2016-02-15,0,2,1,2016,0
20160216,2016-02-16,1,2,1,2016,0
20160217,2016-02-17,2,2,1,2016,0
20160218,2016-02-18,3,2,1,2016,0
20160219,2016-02-19,4,2,1,2016,0
20160220,2016-02-20,5,2,1,2016,1
20160221,2016-02-21,6,2,1,2016,1
20160222,2016-02-22,0,2,1,2016,0
20160223,2016-02-23,1,2,1,2016,0
20160224,2016-02-24,2,2,1,2016,0
20160225,2016-02-25,3,2,1,2016,0
20160226,2016-02-26,4,2,1,2016,0
20160227,2016-02-27,5,2,1,2016,1
20160228,2016-02-28,6,2,1,2016,1
20160229,2016-02-29,0,2,1,2016,0
20160301,2016-03-01,1,3,1,2016,0
20160302,2016-03-02,2,3,1,2016,0
20160303,2016-03-03,3,3,1,2016,0
20160304,2016-03-04,4,3,1,2016,0
20160305,2016-03-05,5,3,1,2016,1
20160306,2016-03-06,6,3,1,2016,1
20160307,2016-03-07,0,3,1,2016,0
20160308,2016-03-08,1,3,1,2016,0
20160309,2016-03-09,2,3,1,2016,0
20160310,2016-03-10,3,3,1,2016,0
20160311,2016-03-11,4,3,1,2016,0
20160312,2016-03-12,5,3,1,2016,1
20160313,2016-03-13,6,3,1,2016,1
20160314,2016-03-14,0,3,1,2016,0
20160315,2016-03-15,1,3,1,2016,0
20160316,2016-03-16,2,3,1,2016,0
20160317,2016-03-17,3,3,1,2016,0
20160318,2016-03-18,4,3,1,2016,0
20160319,2016-03-19,5,3,1,2016,1
20160320,2016-03-20,6,3,1,2016,1
20160321,2016-03-21,0,3,1,2016,0
20160322,2016-03-22,1,3,1,2016,0
20160323,2016-03-23,2,3,1,2016,0
20160324,2016-03-24,3,3,1,2016,0
20160325,2016-03-25,4,3,1,2016,0
20160326,2016-03-26,5,3,1,2016,1
20160327,2016-03-27,6,3,1,2016,1
20160328,2016-03-28,0,3,1,2016,0
20160329,2016-03-29,1,3,1,2016,0
20160330,2016-03-30,2,3,1,2016,0
20160331,2016-03-31,3,3,1,2016,0
20160401,2016-04-01,4,4,2,2016,0
20160402,2016-04-02,5,4,2,2016,1
20160403,2016-04-03,6,4,2,2016,1
20160404,2016-04-04,0,4,2,2016,0
20160405,2016-04-05,1,4,2,2016,0
20160406,2016-04-06,2,4,2,2016,0
20160407,2016-04-07,3,4,2,2016,0
20160408,2016-04-08,4,4,2,2016,0
20160409,2016-04-09,5,4,2,2016,1
20160410,2016-04-10,6,4,2,2016,1
20160411,2016-04-11,0,4,2,2016,0
20160412,2016-04-12,1,4,2,2016,0
20160413,2016-04-13,2,4,2,2016,0
20160414,2016-04-14,3,4,2,2016,0
20160415,2016-04-15,4,4,2,2016,0
20160416,2016-04-16,5,4,2,2016,1
20160417,2016-04-17,6,4,2,2016,1
20160418,2016-04-18,0,4,2,2016,0
20160419,2016-04-19,1,4,2,2016,0
20160420,2016-04-20,2,4,2,2016,0
20160421,2016-04-21,3,4,2,2016,0
20160422,2016-04-22,4,4,2,2016,0
20160423,2016-04-23,5,4,2,2016,1
20160424,2016-04-24,6,4,2,2016,1
20160425,2016-04-25,0,4,2,2016,0
20160426,2016-04-26,1,4,2,2016,0
20160427,2016-04-27,2,4,2,2016,0
20160428,2016-04-28,3,4,2,2016,0
20160429,2016-04-29,4,4,2,2016,0
20160430,2016-04-30,5,4,2,2016,1
20160501,2016-05-01,6,5,2,2016,1
20160502,2016-05-02,0,5,2,2016,0
20160503,2016-05-03,1,5,2,2016,0
20160504,2016-05-04,2,5,2,2016,0
20160505,2016-05-05,3,5,2,2016,0
20160506,2016-05-06,4,5,2,2016,0
20160507,2016-05-07,5,5,2,2016,1
20160508,2016-05-08,6,5,2,2016,1
20160509,2016-05-09,0,5,2,2016,0
20160510,2016-05-10,1,5,2,2016,0
20160511,2016-05-11,2,5,2,2016,0
20160512,2016-05-12,3,5,2,2016,0
20160513,2016-05-13,4,5,2,2016,0
20160514,2016-05-14,5,5,2,2016,1
20160515,2016-05-15,6,5,2,2016,1
20160516,2016-05-16,0,5,2,2016,0
20160517,2016-05-17,1,5,2,2016,0
20160518,2016-05-18,2,5,2,2016,0
20160519,2016-05-19,3,5,2,2016,0
20160520,2016-05-20,4,5,2,2016,0
20160521,2016-05-21,5,5,2,2016,1
20160522,2016-05-22,6,5,2,2016,1
20160523,2016-05-23,0,5,2,2016,0
20160524,2016-05-24,1,5,2,2016,0
20160525,2016-05-25,2,5,2,2016,0
20160526,2016-05-26,3,5,2,2016,0
20160527,2016-05-27,4,5,2,2016,0
20160528,2016-05-28,5,5,2,2016,1
20160529,2016-05-29,6,5,2,2016,1
20160530,2016-05-30,0,5,2,2016,0
20160531,2016-05-31,1,5,2,2016,0
20160601,2016-06-01,2,6,2,2016,0
20160602,2016-06-02,3,6,2,2016,0
20160603,2016-06-03,4,6,2,2016,0
20160604,2016-06-04,5,6,2,2016,1
20160605,2016-06-05,6,6,2,2016,1
20160606,2016-06-06,0,6,2,2016,0
20160607,2016-06-07,1,6,2,2016,0
20160608,2016-06-08,2,6,2,2016,0
20160609,2016-06-09,3,6,2,2016,0
20160610,2016-06-10,4,6,2,2016,0
20160611,2016-06-11,5,6,2,2016,1
20160612,2016-06-12,6,6,2,2016,1
20160613,2016-06-13,0,6,2,2016,0
20160614,2016-06-14,1,6,2,2016,0
20160615,2016-06-15,2,6,2,2016,0
20160616,2016-06-16,3,6,2,2016,0
20160617,2016-06-17,4,6,2,2016,0
20160618,2016-06-18,5,6,2,2016,1
20160619,2016-06-19,6,6,2,2016,1
20160620,2016-06-20,0,6,2,2016,0
20160621,2016-06-21,1,6,2,2016,0
20160622,2016-06-22,2,6,2,2016,0
20160623,2016-06-23,3,6,2,2016,0
20160624,2016-06-24,4,6,2,2016,0
20160625,2016-06-25,5,6,2,2016,1
20160626,2016-06-26,6,6,2,2016,1
20160627,2016-06-27,0,6,2,2016,0
20160628,2016-06-28,1,6,2,2016,0
20160629,2016-06-29,2,6,2,2016,0
20160630,2016-06-30,3,6,2,2016,0
20160701,2016-07-01,4,7,3,2016,0
20160702,2016-07-02,5,7,3,2016,1
20160703,2016-07-03,6,7,3,2016,1
20160704,2016-07-04,0,7,3,2016,0
20160705,2016-07-05,1,7,3,2016,0
20160706,2016-07-06,2,7,3,2016,0
20160707,2016-07-07,3,7,3,2016,0
20160708,2016-07-08,4,7,3,2016,0
20160709,2016-07-09,5,7,3,2016,1
20160710,2016-07-10,6,7,3,2016,1
20160711,2016-07-11,0,7,3,2016,0
20160712,2016-07-12,1,7,3,2016,0
20160713,2016-07-13,2,7,3,2016,0
20160714,2016-07-14,3,7,3,2016,0
20160715,2016-07-15,4,7,3,2016,0
20160716,2016-07-16,5,7,3,2016,1
20160717,2016-07-17,6,7,3,2016,1
20160718,2016-07-18,0,7,3,2016,0
20160719,2016-07-19,1,7,3,2016,0
20160720,2016-07-20,2,7,3,2016,0
20160721,2016-07-21,3,7,3,2016,0
20160722,2016-07-22,4,7,3,2016,0
20160723,2016-07-23,5,7,3,2016,1
20160724,2016-07-24,6,7,3,2016,1
20160725,2016-07-25,0,7,3,2016,0
20160726,2016-07-26,1,7,3,2016,0
20160727,2016-07-27,2,7,3,2016,0
20160728,2016-07-28,3,7,3,2016,0
20160729,2016-07-29,4,7,3,2016,0
20160730,2016-07-30,5,7,3,2016,1
20160731,2016-07-31,6,7,3,2016,1
20160801,2016-08-01,0,8,3,2016,0
20160802,2016-08-02,1,8,3,2016,0
20160803,2016-08-03,2,8,3,2016,0
20160804,2016-08-04,3,8,3,2016,0
20160805,2016-08-05,4,8,3,2016,0
20160806,2016-08-06,5,8,3,2016,1
20160807,2016-08-07,6,8,3,2016,1
20160808,2016-08-08,0,8,3,2016,0
20160809,2016-08-09,1,8,3,2016,0
20160810,2016-08-10,2,8,3,2016,0
20160811,2016-08-11,3,8,3,2016,0
20160812,2016-08-12,4,8,3,2016,0
20160813,2016-08-13,5,8,3,2016,1
20160814,2016-08-14,6,8,3,2016,1
20160815,2016-08-15,0,8,3,2016,0
20160816,2016-08-16,1,8,3,2016,0
20160817,2016-08-17,2,8,3,2016,0
20160818,2016-08-18,3,8,3,2016,0
20160819,2016-08-19,4,8,3,2016,0
20160820,2016-08-20,5,8,3,2016,1
20160821,2016-08-21,6,8,3,2016,1
20160822,2016-08-22,0,8,3,2016,0
20160823,2016-08-23,1,8,3,2016,0
20160824,2016-08-24,2,8,3,2016,0
20160825,2016-08-25,3,8,3,2016,0
20160826,2016-08-26,4,8,3,2016,0
20160827,2016-08-27,5,8,3,2016,1
20160828,2016-08-28,6,8,3,2016,1
20160829,2016-08-29,0,8,3,2016,0
20160830,2016-08-30,1,8,3,2016,0
20160831,2016-08-31,2,8,3,2016,0
20160901,2016-09-01,3,9,3,2016,0
20160902,2016-09-02,4,9,3,2016,0
20160903,2016-09-03,5,9,3,2016,1
20160904,2016-09-04,6,9,3,2016,1
20160905,2016-09-05,0,9,3,2016,0
20160906,2016-09-06,1,9,3,2016,0
20160907,2016-09-07,2,9,3,2016,0
20160908,2016-09-08,3,9,3,2016,0
20160909,2016-09-09,4,9,3,2016,0
20160910,2016-09-10,5,9,3,2016,1
20160911,2016-09-11,6,9,3,2016,1
20160912,2016-09-12,0,9,3,2016,0
20160913,2016-09-13,1,9,3,2016,0
20160914,2016-09-14,2,9,3,2016,0
20160915,2016-09-15,3,9,3,2016,0
20160916,2016-09-16,4,9,3,2016,0
20160917,2016-09-17,5,9,3,2016,1
20160918,2016-09-18,6,9,3,2016,1
20160919,2016-09-19,0,9,3,2016,0
20160920,2016-09-20,1,9,3,2016,0
20160921,2016-09-21,2,9,3,2016,0
20160922,2016-09-22,3,9,3,2016,0
20160923,2016-09-23,4,9,3,2016,0
20160924,2016-09-24,5,9,3,2016,1
